timesheet_id,emp_id,week_ending,project_id,status,total_hours,origin_system
TS-0000868,EMP-0101,2026-06-19,PRJ-009,Rejected,40.95,OnPrem-SQLServer
TS-0000869,EMP-0101,2026-06-26,PRJ-009,Approved,41.12,OnPrem-SQLServer
TS-0000870,EMP-0101,2026-07-10,PRJ-009,Approved,40.88,OnPrem-SQLServer
TS-0000871,EMP-0101,2026-07-17,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000872,EMP-0101,2026-07-24,PRJ-009,Approved,41.59,OnPrem-SQLServer
TS-0000873,EMP-0101,2026-07-31,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000874,EMP-0103,2026-05-01,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000875,EMP-0103,2026-05-08,PRJ-006,Submitted,43.41,OnPrem-SQLServer
TS-0000876,EMP-0103,2026-05-15,PRJ-006,Approved,40.79,OnPrem-SQLServer
TS-0000877,EMP-0103,2026-05-22,PRJ-010,Approved,41.13,OnPrem-SQLServer
TS-0000878,EMP-0103,2026-05-29,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000879,EMP-0103,2026-06-05,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000880,EMP-0103,2026-06-12,PRJ-006,Approved,41.07,OnPrem-SQLServer
TS-0000881,EMP-0103,2026-06-19,PRJ-006,Approved,41.16,OnPrem-SQLServer
TS-0000882,EMP-0103,2026-06-26,PRJ-006,Approved,41.53,OnPrem-SQLServer
TS-0000883,EMP-0103,2026-07-03,PRJ-006,Approved,42.86,OnPrem-SQLServer
TS-0000884,EMP-0103,2026-07-10,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000885,EMP-0103,2026-07-17,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000886,EMP-0103,2026-07-24,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000887,EMP-0103,2026-07-31,PRJ-006,Approved,40.6,OnPrem-SQLServer
TS-0000888,EMP-0104,2026-05-29,PRJ-012,Approved,41.74,OnPrem-SQLServer
TS-0000889,EMP-0104,2026-06-05,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0000890,EMP-0104,2026-06-12,PRJ-005,Approved,41.93,OnPrem-SQLServer
TS-0000891,EMP-0104,2026-06-19,PRJ-005,Approved,42.96,OnPrem-SQLServer
TS-0000892,EMP-0104,2026-06-26,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000893,EMP-0104,2026-07-10,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0000894,EMP-0104,2026-07-17,PRJ-005,Approved,42.75,OnPrem-SQLServer
TS-0000895,EMP-0104,2026-07-24,PRJ-005,Rejected,40.68,OnPrem-SQLServer
TS-0000896,EMP-0104,2026-07-31,PRJ-005,Approved,41.9,OnPrem-SQLServer
TS-0000897,EMP-0105,2026-04-17,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000898,EMP-0105,2026-04-24,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000899,EMP-0105,2026-05-01,PRJ-002,Submitted,40.0,OnPrem-SQLServer
TS-0000900,EMP-0105,2026-05-15,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000901,EMP-0105,2026-05-22,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000902,EMP-0105,2026-05-29,PRJ-009,Submitted,40.0,OnPrem-SQLServer
TS-0000903,EMP-0105,2026-06-05,PRJ-002,Approved,41.15,OnPrem-SQLServer
TS-0000904,EMP-0105,2026-06-12,PRJ-001,Approved,53.49,OnPrem-SQLServer
TS-0000905,EMP-0105,2026-06-19,PRJ-002,Approved,43.26,OnPrem-SQLServer
TS-0000906,EMP-0105,2026-06-26,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000907,EMP-0105,2026-07-03,PRJ-002,Approved,40.76,OnPrem-SQLServer
TS-0000908,EMP-0105,2026-07-10,PRJ-002,Approved,41.96,OnPrem-SQLServer
TS-0000909,EMP-0105,2026-07-17,PRJ-002,Approved,41.09,OnPrem-SQLServer
TS-0000910,EMP-0105,2026-07-24,PRJ-002,Approved,41.54,OnPrem-SQLServer
TS-0000911,EMP-0105,2026-07-31,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000912,EMP-0106,2026-05-22,PRJ-005,Approved,41.39,OnPrem-SQLServer
TS-0000913,EMP-0106,2026-05-29,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000914,EMP-0106,2026-06-05,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000915,EMP-0106,2026-06-12,PRJ-004,Submitted,41.42,OnPrem-SQLServer
TS-0000916,EMP-0106,2026-06-19,PRJ-004,Approved,41.34,OnPrem-SQLServer
TS-0000917,EMP-0106,2026-06-26,PRJ-004,Approved,40.68,OnPrem-SQLServer
TS-0000918,EMP-0106,2026-07-03,PRJ-004,Approved,41.9,OnPrem-SQLServer
TS-0000919,EMP-0106,2026-07-10,PRJ-004,Approved,41.51,OnPrem-SQLServer
TS-0000920,EMP-0106,2026-07-24,PRJ-004,Submitted,40.66,OnPrem-SQLServer
TS-0000921,EMP-0106,2026-07-31,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000922,EMP-0107,2026-06-05,PRJ-009,Approved,41.33,OnPrem-SQLServer
TS-0000923,EMP-0107,2026-06-12,PRJ-009,Rejected,41.0,OnPrem-SQLServer
TS-0000924,EMP-0107,2026-06-19,PRJ-009,Rejected,41.56,OnPrem-SQLServer
TS-0000925,EMP-0107,2026-06-26,PRJ-009,Approved,40.82,OnPrem-SQLServer
TS-0000926,EMP-0107,2026-07-10,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000927,EMP-0107,2026-07-17,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000928,EMP-0107,2026-07-24,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000929,EMP-0107,2026-07-31,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000930,EMP-0108,2026-05-08,PRJ-003,Approved,40.73,OnPrem-SQLServer
TS-0000931,EMP-0108,2026-05-22,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000932,EMP-0108,2026-05-29,PRJ-003,Approved,40.58,OnPrem-SQLServer
TS-0000933,EMP-0108,2026-06-05,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000934,EMP-0108,2026-06-12,PRJ-010,Approved,41.85,OnPrem-SQLServer
TS-0000935,EMP-0108,2026-06-19,PRJ-003,Approved,40.52,OnPrem-SQLServer
TS-0000936,EMP-0108,2026-07-03,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000937,EMP-0108,2026-07-10,PRJ-003,Approved,41.09,OnPrem-SQLServer
TS-0000938,EMP-0108,2026-07-17,PRJ-003,Approved,40.84,OnPrem-SQLServer
TS-0000939,EMP-0108,2026-07-24,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000940,EMP-0108,2026-07-31,PRJ-003,Submitted,40.0,OnPrem-SQLServer
TS-0000941,EMP-0109,2026-06-19,PRJ-001,Approved,57.19,OnPrem-SQLServer
TS-0000942,EMP-0109,2026-06-26,PRJ-001,Approved,58.78,OnPrem-SQLServer
TS-0000943,EMP-0109,2026-07-03,PRJ-001,Approved,48.01,OnPrem-SQLServer
TS-0000944,EMP-0109,2026-07-10,PRJ-001,Approved,59.39,OnPrem-SQLServer
TS-0000945,EMP-0109,2026-07-17,PRJ-006,Approved,42.2,OnPrem-SQLServer
TS-0000946,EMP-0109,2026-07-24,PRJ-001,Approved,41.03,OnPrem-SQLServer
TS-0000947,EMP-0109,2026-07-31,PRJ-011,Approved,41.59,OnPrem-SQLServer
TS-0000948,EMP-0111,2026-05-22,PRJ-004,Approved,40.93,OnPrem-SQLServer
TS-0000949,EMP-0111,2026-05-29,PRJ-004,Approved,42.61,OnPrem-SQLServer
TS-0000950,EMP-0111,2026-06-05,PRJ-005,Approved,42.51,OnPrem-SQLServer
TS-0000951,EMP-0111,2026-06-12,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000952,EMP-0111,2026-06-19,PRJ-004,Approved,43.32,OnPrem-SQLServer
TS-0000953,EMP-0111,2026-06-26,PRJ-004,Approved,41.66,OnPrem-SQLServer
TS-0000954,EMP-0111,2026-07-03,PRJ-004,Approved,41.6,OnPrem-SQLServer
TS-0000955,EMP-0111,2026-07-10,PRJ-004,Approved,41.51,OnPrem-SQLServer
TS-0000956,EMP-0111,2026-07-17,PRJ-004,Submitted,41.45,OnPrem-SQLServer
TS-0000957,EMP-0111,2026-07-24,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000958,EMP-0111,2026-07-31,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000959,EMP-0112,2026-04-17,PRJ-012,Approved,42.53,OnPrem-SQLServer
TS-0000960,EMP-0112,2026-04-24,PRJ-012,Rejected,41.72,OnPrem-SQLServer
TS-0000961,EMP-0112,2026-05-01,PRJ-012,Approved,41.71,OnPrem-SQLServer
TS-0000962,EMP-0112,2026-05-08,PRJ-012,Approved,41.03,OnPrem-SQLServer
TS-0000963,EMP-0112,2026-05-15,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000964,EMP-0112,2026-05-22,PRJ-012,Approved,41.61,OnPrem-SQLServer
TS-0000965,EMP-0112,2026-05-29,PRJ-012,Approved,42.67,OnPrem-SQLServer
TS-0000966,EMP-0112,2026-06-05,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000967,EMP-0112,2026-06-12,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000968,EMP-0112,2026-06-19,PRJ-012,Approved,41.53,OnPrem-SQLServer
TS-0000969,EMP-0112,2026-06-26,PRJ-011,Approved,42.62,OnPrem-SQLServer
TS-0000970,EMP-0112,2026-07-03,PRJ-012,Approved,41.62,OnPrem-SQLServer
TS-0000971,EMP-0112,2026-07-10,PRJ-012,Approved,42.29,OnPrem-SQLServer
TS-0000972,EMP-0112,2026-07-17,PRJ-012,Submitted,42.38,OnPrem-SQLServer
TS-0000973,EMP-0112,2026-07-24,PRJ-012,Approved,40.85,OnPrem-SQLServer
TS-0000974,EMP-0112,2026-07-31,PRJ-012,Submitted,41.29,OnPrem-SQLServer
TS-0000975,EMP-0114,2026-05-01,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000976,EMP-0114,2026-05-08,PRJ-002,Approved,40.65,OnPrem-SQLServer
TS-0000977,EMP-0114,2026-05-15,PRJ-002,Approved,41.56,OnPrem-SQLServer
TS-0000978,EMP-0114,2026-05-22,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000979,EMP-0114,2026-05-29,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000980,EMP-0114,2026-06-05,PRJ-009,Submitted,40.0,OnPrem-SQLServer
TS-0000981,EMP-0114,2026-06-12,PRJ-002,Approved,41.12,OnPrem-SQLServer
TS-0000982,EMP-0114,2026-06-26,PRJ-008,Approved,40.53,OnPrem-SQLServer
TS-0000983,EMP-0114,2026-07-03,PRJ-002,Submitted,40.0,OnPrem-SQLServer
TS-0000984,EMP-0114,2026-07-10,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000985,EMP-0114,2026-07-17,PRJ-002,Submitted,43.83,OnPrem-SQLServer
TS-0000986,EMP-0114,2026-07-24,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000987,EMP-0114,2026-07-31,PRJ-002,Approved,42.67,OnPrem-SQLServer
TS-0000988,EMP-0116,2026-05-15,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000989,EMP-0116,2026-05-22,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000990,EMP-0116,2026-05-29,PRJ-002,Approved,42.56,OnPrem-SQLServer
TS-0000991,EMP-0116,2026-06-05,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000992,EMP-0116,2026-06-12,PRJ-002,Approved,41.06,OnPrem-SQLServer
TS-0000993,EMP-0116,2026-06-19,PRJ-012,Submitted,40.82,OnPrem-SQLServer
TS-0000994,EMP-0116,2026-06-26,PRJ-002,Approved,42.64,OnPrem-SQLServer
TS-0000995,EMP-0116,2026-07-03,PRJ-002,Approved,41.67,OnPrem-SQLServer
TS-0000996,EMP-0116,2026-07-10,PRJ-002,Rejected,40.0,OnPrem-SQLServer
TS-0000997,EMP-0116,2026-07-17,PRJ-007,Approved,41.69,OnPrem-SQLServer
TS-0000998,EMP-0116,2026-07-31,PRJ-011,Submitted,40.0,OnPrem-SQLServer
TS-0000999,EMP-0117,2026-06-12,PRJ-003,Approved,41.02,OnPrem-SQLServer
TS-0001000,EMP-0117,2026-06-19,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001001,EMP-0117,2026-06-26,PRJ-005,Approved,41.19,OnPrem-SQLServer
TS-0001002,EMP-0117,2026-07-03,PRJ-005,Submitted,43.78,OnPrem-SQLServer
TS-0001003,EMP-0117,2026-07-10,PRJ-005,Approved,41.03,OnPrem-SQLServer
TS-0001004,EMP-0117,2026-07-17,PRJ-005,Submitted,40.0,OnPrem-SQLServer
TS-0001005,EMP-0117,2026-07-24,PRJ-005,Approved,41.18,OnPrem-SQLServer
TS-0001006,EMP-0117,2026-07-31,PRJ-005,Submitted,40.0,OnPrem-SQLServer
TS-0001007,EMP-0118,2026-05-01,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001008,EMP-0118,2026-05-08,PRJ-005,Approved,40.78,OnPrem-SQLServer
TS-0001009,EMP-0118,2026-05-15,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001010,EMP-0118,2026-05-22,PRJ-005,Approved,43.24,OnPrem-SQLServer
TS-0001011,EMP-0118,2026-05-29,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001012,EMP-0118,2026-06-05,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001013,EMP-0118,2026-06-12,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001014,EMP-0118,2026-06-19,PRJ-005,Approved,40.77,OnPrem-SQLServer
TS-0001015,EMP-0118,2026-07-03,PRJ-003,Approved,41.36,OnPrem-SQLServer
TS-0001016,EMP-0118,2026-07-10,PRJ-005,Submitted,42.71,OnPrem-SQLServer
TS-0001017,EMP-0118,2026-07-17,PRJ-005,Submitted,42.02,OnPrem-SQLServer
TS-0001018,EMP-0118,2026-07-24,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001019,EMP-0118,2026-07-31,PRJ-005,Approved,40.63,OnPrem-SQLServer
TS-0001020,EMP-0119,2026-04-24,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0001021,EMP-0119,2026-05-01,PRJ-012,Approved,43.05,OnPrem-SQLServer
TS-0001022,EMP-0119,2026-05-08,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0001023,EMP-0119,2026-05-15,PRJ-012,Rejected,41.14,OnPrem-SQLServer
TS-0001024,EMP-0119,2026-05-22,PRJ-012,Approved,41.31,OnPrem-SQLServer
TS-0001025,EMP-0119,2026-05-29,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0001026,EMP-0119,2026-06-05,PRJ-012,Submitted,40.0,OnPrem-SQLServer
TS-0001027,EMP-0119,2026-06-12,PRJ-012,Approved,41.54,OnPrem-SQLServer
TS-0001028,EMP-0119,2026-06-19,PRJ-012,Submitted,40.0,OnPrem-SQLServer
TS-0001029,EMP-0119,2026-06-26,PRJ-012,Approved,43.64,OnPrem-SQLServer
TS-0001030,EMP-0119,2026-07-03,PRJ-012,Approved,42.15,OnPrem-SQLServer
TS-0001031,EMP-0119,2026-07-10,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0001032,EMP-0119,2026-07-17,PRJ-011,Approved,43.09,OnPrem-SQLServer
TS-0001033,EMP-0119,2026-07-24,PRJ-012,Submitted,41.63,OnPrem-SQLServer
TS-0001034,EMP-0119,2026-07-31,PRJ-012,Submitted,40.0,OnPrem-SQLServer
TS-0001035,EMP-0120,2026-04-24,PRJ-002,Approved,41.48,OnPrem-SQLServer
TS-0001036,EMP-0120,2026-05-01,PRJ-003,Approved,40.73,OnPrem-SQLServer
TS-0001037,EMP-0120,2026-05-08,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0001038,EMP-0120,2026-05-15,PRJ-003,Approved,40.62,OnPrem-SQLServer
TS-0001039,EMP-0120,2026-05-22,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0001040,EMP-0120,2026-05-29,PRJ-003,Submitted,41.77,OnPrem-SQLServer
TS-0001041,EMP-0120,2026-06-05,PRJ-003,Submitted,40.0,OnPrem-SQLServer
TS-0001042,EMP-0120,2026-06-12,PRJ-004,Submitted,41.39,OnPrem-SQLServer
TS-0001043,EMP-0120,2026-06-19,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0001044,EMP-0120,2026-06-26,PRJ-003,Submitted,41.61,OnPrem-SQLServer
TS-0001045,EMP-0120,2026-07-03,PRJ-003,Submitted,41.94,OnPrem-SQLServer
TS-0001046,EMP-0120,2026-07-10,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0001047,EMP-0120,2026-07-17,PRJ-003,Submitted,41.63,OnPrem-SQLServer
TS-0001048,EMP-0120,2026-07-24,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0001049,EMP-0120,2026-07-31,PRJ-003,Approved,40.61,OnPrem-SQLServer
