task_id,wo_id,task_seq,discipline,description,task_status,planned_hours,actual_hours,origin_system
WOT-0001603,WO-000627,1,Piping,Gas fund be have concern perhaps quality,Completed,4.45,6.39,GCP-BigQuery
WOT-0001604,WO-000627,2,Piping,Book various whether culture,Completed,25.61,30.24,GCP-BigQuery
WOT-0001605,WO-000627,3,Piping,Factor society skill great worker manager,Completed,3.71,2.73,GCP-BigQuery
WOT-0001606,WO-000627,4,Structural,Through individual college surface court exactly minute trouble,Completed,13.91,20.04,GCP-BigQuery
WOT-0001607,WO-000628,1,Structural,Five cold power red enjoy you front,In Progress,39.69,,GCP-BigQuery
WOT-0001608,WO-000628,2,I&C,Seek service leader bag necessary,Open,8.74,,GCP-BigQuery
WOT-0001609,WO-000628,3,I&C,The unit action off,In Progress,5.89,,GCP-BigQuery
WOT-0001610,WO-000629,1,Structural,Herself toward here along public,Completed,23.3,17.79,GCP-BigQuery
WOT-0001611,WO-000629,2,I&C,Friend sort table six imagine garden,Completed,17.4,24.24,GCP-BigQuery
WOT-0001612,WO-000629,3,Mechanical,Rest need major entire tree try,Completed,28.73,23.79,GCP-BigQuery
WOT-0001613,WO-000629,4,Mechanical,South tree technology time,Completed,16.91,13.21,GCP-BigQuery
WOT-0001614,WO-000630,1,Structural,Specific south blood,In Progress,26.79,,GCP-BigQuery
WOT-0001615,WO-000630,2,Mechanical,Computer assume occur down,Completed,31.95,,GCP-BigQuery
WOT-0001616,WO-000630,3,Electrical,Tell act add southern,Completed,11.31,,GCP-BigQuery
WOT-0001617,WO-000631,1,Piping,Audience old whole wide piece former professor partner,Completed,2.51,3.45,GCP-BigQuery
WOT-0001618,WO-000631,2,I&C,Region current second ball,Completed,37.27,36.3,GCP-BigQuery
WOT-0001619,WO-000631,3,Piping,Responsibility before item rate,Completed,26.41,30.33,GCP-BigQuery
WOT-0001620,WO-000632,1,Structural,Anyone bag fly more live,In Progress,11.65,,GCP-BigQuery
WOT-0001621,WO-000633,1,Mechanical,Remain manager relationship light rule,Completed,37.77,53.23,GCP-BigQuery
WOT-0001622,WO-000633,2,Structural,Ten article continue according compare culture century my,Completed,14.8,11.49,GCP-BigQuery
WOT-0001623,WO-000633,3,Piping,Record reflect away cost focus,Completed,30.13,27.9,GCP-BigQuery
WOT-0001624,WO-000633,4,Electrical,Class play or own media,Completed,7.15,7.7,GCP-BigQuery
WOT-0001625,WO-000634,1,I&C,Design economy general drive according,In Progress,22.15,,GCP-BigQuery
WOT-0001626,WO-000634,2,I&C,Example claim article management total,Open,4.26,,GCP-BigQuery
WOT-0001627,WO-000634,3,Mechanical,People stage bag share,In Progress,24.84,,GCP-BigQuery
WOT-0001628,WO-000635,1,Mechanical,Activity season because open trouble guess race,Completed,16.38,19.5,GCP-BigQuery
WOT-0001629,WO-000635,2,Mechanical,Notice road five group,Completed,26.95,27.94,GCP-BigQuery
WOT-0001630,WO-000636,1,Mechanical,Have feel major national seat direction color,In Progress,22.83,,GCP-BigQuery
WOT-0001631,WO-000636,2,Mechanical,Important they food someone war idea,Open,13.86,,GCP-BigQuery
WOT-0001632,WO-000636,3,I&C,Laugh center seek information agency cause first,Completed,2.16,,GCP-BigQuery
WOT-0001633,WO-000636,4,Piping,Change hand its stage town character watch describe,In Progress,9.61,,GCP-BigQuery
WOT-0001634,WO-000637,1,I&C,Hospital change front,Open,17.19,,GCP-BigQuery
WOT-0001635,WO-000638,1,Piping,Market citizen stop,Open,28.54,,GCP-BigQuery
WOT-0001636,WO-000638,2,I&C,Everyone couple parent material itself surface maintain,In Progress,31.51,,GCP-BigQuery
WOT-0001637,WO-000638,3,Piping,Government black well relationship,Completed,15.19,,GCP-BigQuery
WOT-0001638,WO-000638,4,Mechanical,Eye dog wall sound indicate actually final city,Open,28.07,,GCP-BigQuery
WOT-0001639,WO-000639,1,Structural,Financial peace particularly out morning game health read,Completed,26.65,31.57,GCP-BigQuery
WOT-0001640,WO-000639,2,Piping,Hard wife as language,Completed,4.66,4.92,GCP-BigQuery
WOT-0001641,WO-000639,3,Electrical,Early war read travel total plant,Completed,25.96,28.83,GCP-BigQuery
WOT-0001642,WO-000639,4,Mechanical,Skill never officer former create camera focus,Completed,31.0,39.11,GCP-BigQuery
WOT-0001643,WO-000640,1,Structural,Occur treat remain participant spend eat none three,Completed,33.03,43.49,GCP-BigQuery
WOT-0001644,WO-000640,2,Piping,Memory believe seek perhaps ball make,Completed,35.76,27.44,GCP-BigQuery
WOT-0001645,WO-000641,1,Piping,Too water road at hope cover show Republican,In Progress,38.81,,GCP-BigQuery
WOT-0001646,WO-000642,1,I&C,Summer arrive east plan force station,Completed,10.26,,GCP-BigQuery
WOT-0001647,WO-000642,2,Mechanical,No situation what machine fire third customer,In Progress,8.64,,GCP-BigQuery
WOT-0001648,WO-000642,3,Structural,Whatever our build safe save,In Progress,8.54,,GCP-BigQuery
WOT-0001649,WO-000643,1,I&C,Model mean eat heavy red,Completed,20.67,29.81,GCP-BigQuery
WOT-0001650,WO-000643,2,Piping,Fear daughter fast,Completed,20.18,28.44,GCP-BigQuery
WOT-0001651,WO-000644,1,Electrical,Prepare several bad,Completed,33.07,23.49,GCP-BigQuery
WOT-0001652,WO-000644,2,Electrical,Simply year land high church know finish,Completed,25.92,35.66,GCP-BigQuery
WOT-0001653,WO-000644,3,Mechanical,Lay cup paper expect only,Completed,23.01,29.75,GCP-BigQuery
WOT-0001654,WO-000645,1,Electrical,What buy test need hard firm,Completed,27.44,38.16,GCP-BigQuery
WOT-0001655,WO-000646,1,Structural,Nearly pick position how force structure,Completed,31.8,,GCP-BigQuery
WOT-0001656,WO-000646,2,Piping,Poor food series,In Progress,27.26,,GCP-BigQuery
WOT-0001657,WO-000646,3,Piping,Third argue response,In Progress,21.96,,GCP-BigQuery
WOT-0001658,WO-000647,1,Piping,Market until cause bill,Completed,25.2,,GCP-BigQuery
WOT-0001659,WO-000647,2,I&C,Vote dog senior win,In Progress,6.81,,GCP-BigQuery
WOT-0001660,WO-000647,3,Piping,Ball gas attorney hundred artist indicate,In Progress,26.55,,GCP-BigQuery
WOT-0001661,WO-000647,4,Electrical,Reason nature become debate city several,Open,15.54,,GCP-BigQuery
WOT-0001662,WO-000648,1,I&C,Dinner argue raise agency poor,Completed,38.55,,GCP-BigQuery
WOT-0001663,WO-000649,1,I&C,Long among serve wear west,In Progress,17.26,,GCP-BigQuery
WOT-0001664,WO-000649,2,Piping,May follow series prove,In Progress,22.05,,GCP-BigQuery
WOT-0001665,WO-000649,3,Structural,Member face age,In Progress,4.09,,GCP-BigQuery
WOT-0001666,WO-000649,4,Mechanical,Nearly always operation decade old according,In Progress,23.61,,GCP-BigQuery
WOT-0001667,WO-000650,1,Structural,Ok happy together clearly,Completed,24.96,20.23,GCP-BigQuery
WOT-0001668,WO-000651,1,Electrical,Charge account physical performance enter,Completed,18.74,25.62,GCP-BigQuery
WOT-0001669,WO-000651,2,Piping,Memory civil cut parent free force,Completed,20.86,18.04,GCP-BigQuery
WOT-0001670,WO-000651,3,Piping,Hotel practice later knowledge whose,Completed,24.26,31.96,GCP-BigQuery
WOT-0001671,WO-000651,4,I&C,Show daughter both hold blood value day,Completed,23.11,21.34,GCP-BigQuery
WOT-0001672,WO-000652,1,Piping,Save fear ready Democrat order field less,Completed,21.67,18.25,GCP-BigQuery
WOT-0001673,WO-000652,2,Mechanical,Discover three such describe agency actually stop team,Completed,23.4,29.58,GCP-BigQuery
WOT-0001674,WO-000652,3,Structural,Matter result result leader hospital,Completed,13.35,16.94,GCP-BigQuery
WOT-0001675,WO-000653,1,Electrical,Tv lose others some,Completed,22.62,,GCP-BigQuery
WOT-0001676,WO-000653,2,I&C,Back blue a all anyone,In Progress,11.4,,GCP-BigQuery
WOT-0001677,WO-000654,1,Electrical,Water us field,Completed,37.8,50.69,GCP-BigQuery
WOT-0001678,WO-000654,2,Electrical,Rock which best happy position wife,Completed,27.36,30.81,GCP-BigQuery
WOT-0001679,WO-000655,1,Mechanical,Away individual against side together few,Completed,9.77,8.24,GCP-BigQuery
WOT-0001680,WO-000656,1,I&C,Lead usually work trip build,Completed,38.99,54.65,GCP-BigQuery
WOT-0001681,WO-000656,2,Mechanical,They usually company,Completed,2.96,2.44,GCP-BigQuery
WOT-0001682,WO-000656,3,Electrical,Beat doctor thank often,Completed,39.08,34.72,GCP-BigQuery
WOT-0001683,WO-000656,4,Structural,Event against none as reality democratic huge,Completed,9.65,11.05,GCP-BigQuery
WOT-0001684,WO-000657,1,I&C,Air market store include win officer,Completed,10.58,8.23,GCP-BigQuery
WOT-0001685,WO-000657,2,Piping,Prevent where then,Completed,2.74,2.1,GCP-BigQuery
WOT-0001686,WO-000657,3,Electrical,Rest dark environment provide white,Completed,15.86,18.05,GCP-BigQuery
WOT-0001687,WO-000658,1,Piping,Dog language ability practice them,Open,30.68,,GCP-BigQuery
WOT-0001688,WO-000658,2,Structural,Next reflect social resource score expert,Completed,29.33,,GCP-BigQuery
WOT-0001689,WO-000658,3,Structural,Our lead line clearly,Completed,15.59,,GCP-BigQuery
WOT-0001690,WO-000658,4,Piping,Risk must fly police imagine oil,Completed,26.26,,GCP-BigQuery
WOT-0001691,WO-000659,1,Electrical,Level girl factor sport seem manager,Completed,26.44,29.31,GCP-BigQuery
WOT-0001692,WO-000659,2,Piping,Imagine which beat education case under population,Completed,38.34,39.01,GCP-BigQuery
WOT-0001693,WO-000659,3,Structural,Send technology clearly amount media teacher person,Completed,37.98,53.47,GCP-BigQuery
WOT-0001694,WO-000659,4,Piping,Game plan seat surface off with society station,Completed,24.43,20.25,GCP-BigQuery
WOT-0001695,WO-000660,1,Piping,Bank industry born may among billion,Completed,4.92,7.29,GCP-BigQuery
WOT-0001696,WO-000661,1,I&C,Effort nearly walk,Completed,10.06,,GCP-BigQuery
WOT-0001697,WO-000662,1,Piping,Range skin major for student,Completed,25.98,22.49,GCP-BigQuery
WOT-0001698,WO-000662,2,Structural,Nature house prevent hotel officer seek,Completed,24.02,27.77,GCP-BigQuery
WOT-0001699,WO-000662,3,Piping,Difficult popular choose really,Completed,9.07,11.6,GCP-BigQuery
WOT-0001700,WO-000663,1,Mechanical,Respond throw wide son manager,Completed,24.47,25.66,GCP-BigQuery
WOT-0001701,WO-000664,1,Electrical,Reason fill sense field,Completed,32.68,27.48,GCP-BigQuery
WOT-0001702,WO-000665,1,Structural,My benefit sport age all,In Progress,35.61,,GCP-BigQuery
WOT-0001703,WO-000665,2,Electrical,Debate still quite attack,Completed,13.6,,GCP-BigQuery
WOT-0001704,WO-000665,3,Mechanical,Week instead group idea recently feel hold,Completed,36.82,,GCP-BigQuery
WOT-0001705,WO-000666,1,Structural,Field people try play order,Completed,3.21,2.47,GCP-BigQuery
WOT-0001706,WO-000666,2,I&C,With matter goal eight list something send,Completed,23.8,26.35,GCP-BigQuery
WOT-0001707,WO-000666,3,I&C,Institution onto thing we,Completed,5.15,4.68,GCP-BigQuery
WOT-0001708,WO-000667,1,Mechanical,Yes here while service beautiful edge begin,In Progress,22.58,,GCP-BigQuery
WOT-0001709,WO-000667,2,Electrical,Right resource two lawyer see,In Progress,38.57,,GCP-BigQuery
WOT-0001710,WO-000667,3,Structural,Page light follow need region,In Progress,36.86,,GCP-BigQuery
WOT-0001711,WO-000667,4,Electrical,Describe improve act campaign television sit very,Open,34.58,,GCP-BigQuery
WOT-0001712,WO-000668,1,Piping,Attorney Congress ever north soon movie,Open,5.37,,GCP-BigQuery
WOT-0001713,WO-000669,1,Electrical,Education brother might,In Progress,38.25,,GCP-BigQuery
WOT-0001714,WO-000669,2,Mechanical,Total fall clear face,In Progress,21.91,,GCP-BigQuery
WOT-0001715,WO-000669,3,Electrical,Interview rather why baby lot eat,Completed,12.45,,GCP-BigQuery
WOT-0001716,WO-000669,4,I&C,Simply southern town significant analysis consumer,In Progress,28.55,,GCP-BigQuery
WOT-0001717,WO-000670,1,Mechanical,Tend on management research space way,Completed,36.93,29.25,GCP-BigQuery
WOT-0001718,WO-000670,2,Mechanical,Big cause science water,Completed,25.91,21.16,GCP-BigQuery
WOT-0001719,WO-000670,3,Mechanical,Age many some involve remain today happy,Completed,2.78,2.75,GCP-BigQuery
WOT-0001720,WO-000671,1,Piping,Blood list everything newspaper institution assume enjoy,In Progress,21.82,,GCP-BigQuery
WOT-0001721,WO-000671,2,Piping,Listen medical during until case agency,Open,27.65,,GCP-BigQuery
WOT-0001722,WO-000672,1,I&C,Now professor land you,Completed,4.18,5.11,GCP-BigQuery
WOT-0001723,WO-000673,1,I&C,Newspaper long wife prevent old break,Completed,23.15,31.23,GCP-BigQuery
WOT-0001724,WO-000673,2,Electrical,Discussion challenge card,Completed,4.88,5.88,GCP-BigQuery
WOT-0001725,WO-000673,3,Mechanical,Action art small both program one,Completed,6.58,6.8,GCP-BigQuery
WOT-0001726,WO-000674,1,Piping,Field specific floor,Completed,29.29,33.51,GCP-BigQuery
WOT-0001727,WO-000674,2,Mechanical,Team song country listen long,Completed,7.51,9.35,GCP-BigQuery
WOT-0001728,WO-000674,3,Piping,Common need phone teach,Completed,6.56,8.33,GCP-BigQuery
WOT-0001729,WO-000675,1,Structural,Certainly camera member technology,Completed,4.41,6.0,GCP-BigQuery
WOT-0001730,WO-000676,1,Electrical,Local wrong authority clearly,Completed,32.77,31.49,GCP-BigQuery
WOT-0001731,WO-000677,1,Structural,Send style gun different energy arrive it that,Completed,22.07,17.86,GCP-BigQuery
WOT-0001732,WO-000677,2,Piping,Agree public us hospital paper term,Completed,29.53,22.97,GCP-BigQuery
WOT-0001733,WO-000677,3,Electrical,Look we meeting image,Completed,36.7,40.18,GCP-BigQuery
WOT-0001734,WO-000677,4,Piping,Drop miss market avoid,Completed,20.42,17.26,GCP-BigQuery
WOT-0001735,WO-000678,1,Electrical,All at be through certainly political hard hotel,Completed,29.63,33.56,GCP-BigQuery
WOT-0001736,WO-000678,2,Piping,Practice would game student painting try talk,Completed,22.11,27.69,GCP-BigQuery
WOT-0001737,WO-000678,3,Mechanical,Memory history that read receive type painting,Completed,16.9,14.3,GCP-BigQuery
WOT-0001738,WO-000678,4,I&C,Case front reality window mouth pattern as,Completed,37.86,42.5,GCP-BigQuery
WOT-0001739,WO-000679,1,Electrical,Environmental even eye message fine town trade not,Completed,39.29,57.15,GCP-BigQuery
WOT-0001740,WO-000679,2,Electrical,Win court friend put everything our,Completed,28.41,34.27,GCP-BigQuery
WOT-0001741,WO-000679,3,Electrical,Shoulder three cause show far,Completed,10.91,11.46,GCP-BigQuery
WOT-0001742,WO-000680,1,Piping,Republican need daughter leg minute bring,Open,2.39,,GCP-BigQuery
WOT-0001743,WO-000681,1,I&C,Police day so store consumer,Open,29.53,,GCP-BigQuery
WOT-0001744,WO-000682,1,Electrical,Heart hot response usually learn game effort,Completed,29.84,38.62,GCP-BigQuery
WOT-0001745,WO-000683,1,Mechanical,Education whom spend worker,Completed,31.82,,GCP-BigQuery
WOT-0001746,WO-000683,2,Mechanical,At speech effort,In Progress,10.54,,GCP-BigQuery
WOT-0001747,WO-000683,3,I&C,Lawyer yard on everyone note current anything,In Progress,38.07,,GCP-BigQuery
WOT-0001748,WO-000683,4,Piping,Physical majority blue join finish cause,Completed,31.98,,GCP-BigQuery
WOT-0001749,WO-000684,1,Electrical,Guess soon approach suggest,Completed,14.22,17.29,GCP-BigQuery
WOT-0001750,WO-000684,2,Structural,Blue movement camera benefit sea,Completed,2.93,3.94,GCP-BigQuery
WOT-0001751,WO-000684,3,I&C,Daughter through note act front person,Completed,25.2,23.59,GCP-BigQuery
WOT-0001752,WO-000685,1,Piping,Exist drive determine page seem,Completed,7.55,10.69,GCP-BigQuery
WOT-0001753,WO-000685,2,Structural,Government door age once several commercial whom,Completed,5.83,6.41,GCP-BigQuery
WOT-0001754,WO-000685,3,Structural,Data pattern west before science without,Completed,18.29,20.13,GCP-BigQuery
WOT-0001755,WO-000685,4,Mechanical,Special buy east image drug,Completed,9.61,13.26,GCP-BigQuery
WOT-0001756,WO-000686,1,Electrical,Close community detail blue draw final often outside,Completed,32.44,40.18,GCP-BigQuery
WOT-0001757,WO-000686,2,Mechanical,Land discussion suggest impact know character,Completed,34.56,46.86,GCP-BigQuery
WOT-0001758,WO-000687,1,I&C,Sure seek age share day pull,Completed,3.83,5.53,GCP-BigQuery
WOT-0001759,WO-000688,1,Electrical,Smile model focus material past study,Completed,15.72,20.55,GCP-BigQuery
WOT-0001760,WO-000688,2,I&C,Day certain back student raise collection identify design,Completed,12.03,9.15,GCP-BigQuery
WOT-0001761,WO-000688,3,Structural,If eat fact discuss over like,Completed,30.15,44.4,GCP-BigQuery
WOT-0001762,WO-000689,1,Structural,Rather none population,Completed,37.1,51.82,GCP-BigQuery
WOT-0001763,WO-000689,2,Electrical,Laugh son home generation,Completed,12.6,18.17,GCP-BigQuery
WOT-0001764,WO-000689,3,Structural,After job knowledge interest join give,Completed,22.31,22.79,GCP-BigQuery
WOT-0001765,WO-000689,4,Mechanical,Hand young long collection table,Completed,6.15,7.75,GCP-BigQuery
WOT-0001766,WO-000690,1,Mechanical,Out special suffer without hair set bed,Completed,17.35,20.1,GCP-BigQuery
WOT-0001767,WO-000690,2,I&C,Begin receive anyone bad,Completed,3.06,4.48,GCP-BigQuery
WOT-0001768,WO-000690,3,Piping,Laugh fall teach everything trouble,Completed,13.02,9.17,GCP-BigQuery
WOT-0001769,WO-000691,1,Piping,Important coach at the per,Completed,34.56,26.83,GCP-BigQuery
WOT-0001770,WO-000692,1,Mechanical,Pressure six west walk compare nature walk,Completed,7.79,6.61,GCP-BigQuery
WOT-0001771,WO-000692,2,I&C,Door space crime Republican,Completed,29.96,22.36,GCP-BigQuery
WOT-0001772,WO-000692,3,Electrical,Significant especially situation move,Completed,22.89,24.54,GCP-BigQuery
WOT-0001773,WO-000692,4,Electrical,Network hard condition move cost skin for,Completed,18.14,14.92,GCP-BigQuery
WOT-0001774,WO-000693,1,Electrical,Short message again mean,Completed,4.46,3.54,GCP-BigQuery
WOT-0001775,WO-000693,2,Mechanical,Hour cold light suffer,Completed,39.16,37.03,GCP-BigQuery
WOT-0001776,WO-000694,1,I&C,Technology strong off evidence early,Completed,6.83,9.83,GCP-BigQuery
WOT-0001777,WO-000694,2,Piping,Report require class paper,Completed,32.01,38.1,GCP-BigQuery
WOT-0001778,WO-000695,1,Structural,Attack help a,Completed,17.36,24.09,GCP-BigQuery
WOT-0001779,WO-000695,2,Piping,More majority senior nearly risk threat level,Completed,32.34,35.26,GCP-BigQuery
WOT-0001780,WO-000695,3,Mechanical,Government painting responsibility see seem model imagine,Completed,12.06,9.27,GCP-BigQuery
WOT-0001781,WO-000696,1,Structural,Teach call already available yes success break,Completed,2.3,2.96,GCP-BigQuery
WOT-0001782,WO-000696,2,Mechanical,Him federal agency maintain seek democratic,Completed,39.55,39.43,GCP-BigQuery
WOT-0001783,WO-000696,3,I&C,Last opportunity serve cause,Completed,25.02,33.62,GCP-BigQuery
WOT-0001784,WO-000697,1,Electrical,How central too tough education,Completed,11.53,13.67,GCP-BigQuery
WOT-0001785,WO-000698,1,Structural,Letter let think leg indeed anything,Completed,13.34,13.36,GCP-BigQuery
WOT-0001786,WO-000698,2,Electrical,Today two far apply,Completed,39.75,30.27,GCP-BigQuery
WOT-0001787,WO-000698,3,Mechanical,Travel thought the back family start necessary,Completed,24.41,17.56,GCP-BigQuery
WOT-0001788,WO-000699,1,Mechanical,Value than look,Completed,25.64,31.48,GCP-BigQuery
WOT-0001789,WO-000699,2,I&C,Former financial medical action big season,Completed,21.4,24.84,GCP-BigQuery
WOT-0001790,WO-000700,1,Piping,Especially agency despite minute agency idea sometimes,Completed,26.45,,GCP-BigQuery
WOT-0001791,WO-000700,2,Electrical,Get force happy song one third serve,In Progress,32.12,,GCP-BigQuery
WOT-0001792,WO-000701,1,Structural,Shake already single rock not attack,Completed,33.84,27.3,GCP-BigQuery
WOT-0001793,WO-000701,2,Structural,Usually help produce key,Completed,38.35,36.69,GCP-BigQuery
WOT-0001794,WO-000701,3,Structural,Century several cultural pattern every,Completed,2.77,3.27,GCP-BigQuery
WOT-0001795,WO-000701,4,Structural,Among field well create notice,Completed,18.66,20.89,GCP-BigQuery
WOT-0001796,WO-000702,1,Piping,Son third interview nothing wrong decision,Completed,4.91,6.9,GCP-BigQuery
WOT-0001797,WO-000702,2,Electrical,Clear also road skin,Completed,3.43,4.43,GCP-BigQuery
WOT-0001798,WO-000702,3,Structural,Life wonder understand management bag,Completed,13.09,14.73,GCP-BigQuery
WOT-0001799,WO-000703,1,Structural,Speech garden road head light what officer,Completed,11.5,14.43,GCP-BigQuery
WOT-0001800,WO-000703,2,Piping,Threat sport former professor money property structure,Completed,5.23,5.23,GCP-BigQuery
WOT-0001801,WO-000704,1,Piping,Mind everything order to difficult against low foreign,In Progress,29.42,,GCP-BigQuery
WOT-0001802,WO-000704,2,I&C,Feel win yard anything option soon election,Open,31.55,,GCP-BigQuery
WOT-0001803,WO-000704,3,Mechanical,Never such despite what,Open,6.49,,GCP-BigQuery
WOT-0001804,WO-000705,1,Electrical,Toward unit recently media include hundred note,Completed,28.35,,GCP-BigQuery
WOT-0001805,WO-000705,2,Piping,Ball class loss up at,In Progress,8.88,,GCP-BigQuery
WOT-0001806,WO-000705,3,Piping,Unit arm image it increase within,Open,27.11,,GCP-BigQuery
WOT-0001807,WO-000706,1,I&C,Visit brother dog these man when,In Progress,26.26,,GCP-BigQuery
WOT-0001808,WO-000707,1,Electrical,Degree involve dog during source from our order,Open,16.27,,GCP-BigQuery
WOT-0001809,WO-000708,1,Structural,Beyond bank scene change,Completed,11.0,8.76,GCP-BigQuery
WOT-0001810,WO-000708,2,Structural,Manage begin wide space possible yeah,Completed,3.34,2.85,GCP-BigQuery
WOT-0001811,WO-000708,3,Mechanical,Likely allow fact,Completed,25.11,17.93,GCP-BigQuery
WOT-0001812,WO-000709,1,Electrical,Quickly truth record program beautiful close,Open,4.21,,GCP-BigQuery
WOT-0001813,WO-000710,1,I&C,Form although old write pass,Completed,3.85,4.81,GCP-BigQuery
WOT-0001814,WO-000710,2,Piping,Smile today station make environment,Completed,29.79,26.2,GCP-BigQuery
WOT-0001815,WO-000711,1,Structural,Past moment story expect assume,Open,28.23,,GCP-BigQuery
WOT-0001816,WO-000712,1,Electrical,System church simply method market difference exist hotel,Completed,18.75,17.79,GCP-BigQuery
WOT-0001817,WO-000713,1,Piping,Professor reason special grow meeting family,Completed,16.5,12.28,GCP-BigQuery
WOT-0001818,WO-000713,2,Piping,Individual us some suggest program decision,Completed,38.74,32.53,GCP-BigQuery
WOT-0001819,WO-000713,3,Piping,Chance choice bag onto brother blue large,Completed,3.01,3.07,GCP-BigQuery
WOT-0001820,WO-000713,4,Mechanical,Reveal executive four floor,Completed,35.6,48.27,GCP-BigQuery
WOT-0001821,WO-000714,1,Structural,Responsibility itself but popular wall,Completed,22.28,,GCP-BigQuery
WOT-0001822,WO-000714,2,I&C,Role few remember time prevent hair hospital,In Progress,16.66,,GCP-BigQuery
WOT-0001823,WO-000714,3,Mechanical,At all table edge cost marriage,In Progress,36.56,,GCP-BigQuery
WOT-0001824,WO-000714,4,I&C,Situation television last staff seat religious,Completed,19.29,,GCP-BigQuery
WOT-0001825,WO-000715,1,Mechanical,When seem test contain than clearly,Completed,32.18,40.8,GCP-BigQuery
WOT-0001826,WO-000715,2,Electrical,Indeed main write challenge this,Completed,29.01,40.02,GCP-BigQuery
WOT-0001827,WO-000715,3,I&C,Mention manager everyone dark Congress,Completed,2.33,2.51,GCP-BigQuery
WOT-0001828,WO-000716,1,I&C,Side place represent,Completed,34.32,,GCP-BigQuery
WOT-0001829,WO-000717,1,I&C,Health able lot station may decision forward probably,Completed,10.06,8.53,GCP-BigQuery
WOT-0001830,WO-000717,2,I&C,Event hospital more opportunity unit cultural show,Completed,26.3,30.05,GCP-BigQuery
WOT-0001831,WO-000718,1,I&C,Lawyer rest natural,In Progress,33.72,,GCP-BigQuery
WOT-0001832,WO-000719,1,Electrical,You lead expect adult operation whole artist,Completed,3.37,,GCP-BigQuery
WOT-0001833,WO-000719,2,Electrical,Upon trial participant discuss firm opportunity,In Progress,28.53,,GCP-BigQuery
WOT-0001834,WO-000720,1,I&C,Enter through system stage protect often house,Completed,8.02,6.22,GCP-BigQuery
WOT-0001835,WO-000720,2,Mechanical,Most American weight,Completed,27.05,32.19,GCP-BigQuery
WOT-0001836,WO-000721,1,I&C,Dream able answer away sort movement tonight,Open,21.01,,GCP-BigQuery
WOT-0001837,WO-000721,2,Mechanical,Administration than run short small shoulder,Open,21.02,,GCP-BigQuery
WOT-0001838,WO-000722,1,Piping,Market oil move,Open,37.18,,GCP-BigQuery
WOT-0001839,WO-000723,1,I&C,Explain break dog writer night forget nation,Open,2.02,,GCP-BigQuery
WOT-0001840,WO-000723,2,Piping,Add involve forget early look,Open,8.31,,GCP-BigQuery
WOT-0001841,WO-000723,3,Structural,Candidate see election price,Completed,3.67,,GCP-BigQuery
WOT-0001842,WO-000723,4,Structural,Indeed town daughter clearly best,Open,26.95,,GCP-BigQuery
WOT-0001843,WO-000724,1,Electrical,Finally my nature attention work,Completed,9.69,13.21,GCP-BigQuery
WOT-0001844,WO-000725,1,I&C,Table about dream single,Completed,34.75,34.16,GCP-BigQuery
WOT-0001845,WO-000725,2,Mechanical,Whole box later building she,Completed,11.02,8.8,GCP-BigQuery
WOT-0001846,WO-000726,1,Piping,Let business property everything bar smile good,In Progress,15.14,,GCP-BigQuery
WOT-0001847,WO-000726,2,Electrical,Southern nation economy adult trial source,Open,34.91,,GCP-BigQuery
WOT-0001848,WO-000726,3,Piping,Yeah class garden miss,Completed,31.4,,GCP-BigQuery
WOT-0001849,WO-000726,4,Mechanical,Create yard serious goal future home series,Open,36.77,,GCP-BigQuery
WOT-0001850,WO-000727,1,Mechanical,Southern simply I cold,Completed,21.14,29.99,GCP-BigQuery
WOT-0001851,WO-000727,2,Mechanical,Point similar security at year dinner prevent tree,Completed,22.67,30.83,GCP-BigQuery
WOT-0001852,WO-000727,3,Structural,Newspaper leader focus hard tonight already could,Completed,26.91,33.75,GCP-BigQuery
WOT-0001853,WO-000728,1,Mechanical,Green write value possible indeed study wide,Completed,37.0,31.88,GCP-BigQuery
WOT-0001854,WO-000728,2,Electrical,Be successful organization no bring career manager,Completed,29.08,32.02,GCP-BigQuery
WOT-0001855,WO-000728,3,Mechanical,Rise future person allow structure first fine,Completed,24.77,28.18,GCP-BigQuery
WOT-0001856,WO-000728,4,Piping,Fall teach area feel who carry,Completed,31.93,30.5,GCP-BigQuery
WOT-0001857,WO-000729,1,Structural,Staff yourself exactly sure wonder,Completed,6.09,7.35,GCP-BigQuery
WOT-0001858,WO-000729,2,Electrical,Hair marriage school imagine ago expect continue,Completed,35.83,34.44,GCP-BigQuery
WOT-0001859,WO-000729,3,Electrical,Thank use owner surface,Completed,13.61,15.67,GCP-BigQuery
WOT-0001860,WO-000729,4,Electrical,Box window should five buy office,Completed,17.69,25.0,GCP-BigQuery
WOT-0001861,WO-000730,1,Piping,Song discuss everybody success nearly must teacher speech,In Progress,9.78,,GCP-BigQuery
WOT-0001862,WO-000731,1,I&C,Very that national trade price beyond idea,Completed,3.55,2.76,GCP-BigQuery
WOT-0001863,WO-000731,2,Piping,Find there behavior,Completed,38.92,28.29,GCP-BigQuery
WOT-0001864,WO-000731,3,Piping,Especially appear attention we open blood,Completed,32.18,35.62,GCP-BigQuery
WOT-0001865,WO-000732,1,Mechanical,Amount special image blood city vote time,In Progress,27.87,,GCP-BigQuery
WOT-0001866,WO-000732,2,I&C,Bank collection possible notice term,Open,9.79,,GCP-BigQuery
WOT-0001867,WO-000732,3,Structural,Speech like rock call scene state radio draw,Open,13.07,,GCP-BigQuery
