labor_id,wo_id,project_id,craft,worker_ref,hours,hourly_rate,labor_cost,post_date,origin_system
WOL-0000665,WO-000355,PRJ-010,Boilermaker,WKR-1623,11.79,72.24,851.71,2026-07-01,GCP-BigQuery
WOL-0000666,WO-000356,PRJ-010,Pipefitter,WKR-6430,3.6,63.53,228.71,2025-02-22,GCP-BigQuery
WOL-0000667,WO-000356,PRJ-010,Pipefitter,WKR-3963,9.51,103.37,983.05,2025-02-22,GCP-BigQuery
WOL-0000668,WO-000357,PRJ-012,Pipefitter,WKR-8174,6.7,91.87,615.53,2026-07-08,GCP-BigQuery
WOL-0000669,WO-000357,PRJ-012,Operator,WKR-3909,8.4,123.8,1039.92,2026-07-08,GCP-BigQuery
WOL-0000670,WO-000358,PRJ-012,Operator,WKR-7724,5.66,103.0,582.98,2025-03-24,GCP-BigQuery
WOL-0000671,WO-000358,PRJ-012,Ironworker,WKR-6833,11.57,84.74,980.44,2025-03-24,GCP-BigQuery
WOL-0000672,WO-000358,PRJ-012,Carpenter,WKR-9207,5.93,112.19,665.29,2025-03-24,GCP-BigQuery
WOL-0000673,WO-000358,PRJ-012,Pipefitter,WKR-2836,11.19,61.67,690.09,2025-03-24,GCP-BigQuery
WOL-0000674,WO-000360,PRJ-010,Operator,WKR-2405,8.31,126.74,1053.21,2026-05-29,GCP-BigQuery
WOL-0000675,WO-000360,PRJ-010,Millwright,WKR-9273,10.48,107.49,1126.5,2026-05-29,GCP-BigQuery
WOL-0000676,WO-000360,PRJ-010,Electrician,WKR-8427,3.26,109.14,355.8,2026-05-29,GCP-BigQuery
WOL-0000677,WO-000360,PRJ-010,Electrician,WKR-8354,9.94,96.47,958.91,2026-05-29,GCP-BigQuery
WOL-0000678,WO-000361,PRJ-009,Instrument Tech,WKR-7498,4.76,133.59,635.89,2025-05-10,GCP-BigQuery
WOL-0000679,WO-000361,PRJ-009,Millwright,WKR-6255,9.78,114.88,1123.53,2025-05-10,GCP-BigQuery
WOL-0000680,WO-000362,PRJ-007,Carpenter,WKR-8018,7.84,93.24,731.0,2026-05-22,GCP-BigQuery
WOL-0000681,WO-000362,PRJ-007,Welder,WKR-7374,4.82,112.11,540.37,2026-05-22,GCP-BigQuery
WOL-0000682,WO-000363,PRJ-009,Laborer,WKR-4953,9.29,130.89,1215.97,2026-06-04,GCP-BigQuery
WOL-0000683,WO-000363,PRJ-009,Instrument Tech,WKR-1085,2.97,105.99,314.79,2026-06-04,GCP-BigQuery
WOL-0000684,WO-000364,PRJ-009,Operator,WKR-6802,7.26,90.61,657.83,2025-09-29,GCP-BigQuery
WOL-0000685,WO-000364,PRJ-009,Ironworker,WKR-6444,7.16,76.17,545.38,2025-09-29,GCP-BigQuery
WOL-0000686,WO-000364,PRJ-009,Welder,WKR-6698,6.15,125.86,774.04,2025-09-29,GCP-BigQuery
WOL-0000687,WO-000365,PRJ-002,Carpenter,WKR-4843,5.25,64.73,339.83,2026-03-07,GCP-BigQuery
WOL-0000688,WO-000367,PRJ-006,Electrician,WKR-4191,9.61,57.0,547.77,2026-04-23,GCP-BigQuery
WOL-0000689,WO-000368,PRJ-009,Electrician,WKR-2799,4.68,89.08,416.89,2025-09-13,GCP-BigQuery
WOL-0000690,WO-000368,PRJ-009,Millwright,WKR-2995,9.3,130.5,1213.65,2025-09-13,GCP-BigQuery
WOL-0000691,WO-000368,PRJ-009,Instrument Tech,WKR-6020,11.53,76.3,879.74,2025-09-13,GCP-BigQuery
WOL-0000692,WO-000369,PRJ-007,Operator,WKR-2999,3.99,86.69,345.89,2026-07-20,GCP-BigQuery
WOL-0000693,WO-000370,PRJ-012,Millwright,WKR-9023,8.97,84.25,755.72,2026-03-22,GCP-BigQuery
WOL-0000694,WO-000371,PRJ-009,Welder,WKR-3684,11.24,60.27,677.43,2025-10-17,GCP-BigQuery
WOL-0000695,WO-000371,PRJ-009,Instrument Tech,WKR-4712,5.08,63.82,324.21,2025-10-17,GCP-BigQuery
WOL-0000696,WO-000371,PRJ-009,Pipefitter,WKR-5703,8.56,68.29,584.56,2025-10-17,GCP-BigQuery
WOL-0000697,WO-000371,PRJ-009,Ironworker,WKR-9780,11.79,75.49,890.03,2025-10-17,GCP-BigQuery
WOL-0000698,WO-000372,PRJ-012,Electrician,WKR-5169,3.43,58.38,200.24,2025-12-01,GCP-BigQuery
WOL-0000699,WO-000373,PRJ-003,Operator,WKR-7716,4.96,60.69,301.02,2025-07-24,GCP-BigQuery
WOL-0000700,WO-000373,PRJ-003,Instrument Tech,WKR-3149,5.01,98.04,491.18,2025-07-24,GCP-BigQuery
WOL-0000701,WO-000373,PRJ-003,Carpenter,WKR-1623,4.91,92.59,454.62,2025-07-24,GCP-BigQuery
WOL-0000702,WO-000374,PRJ-004,Laborer,WKR-7952,8.92,113.38,1011.35,2026-04-15,GCP-BigQuery
WOL-0000703,WO-000374,PRJ-004,Boilermaker,WKR-7469,7.4,94.64,700.34,2026-04-15,GCP-BigQuery
WOL-0000704,WO-000374,PRJ-004,Boilermaker,WKR-4438,8.98,106.3,954.57,2026-04-15,GCP-BigQuery
WOL-0000705,WO-000374,PRJ-004,Boilermaker,WKR-2401,10.29,68.55,705.38,2026-04-15,GCP-BigQuery
WOL-0000706,WO-000376,PRJ-010,Millwright,WKR-5331,4.54,105.7,479.88,2025-07-03,GCP-BigQuery
WOL-0000707,WO-000376,PRJ-010,Welder,WKR-6905,8.56,92.65,793.08,2025-07-03,GCP-BigQuery
WOL-0000708,WO-000376,PRJ-010,Electrician,WKR-8886,4.58,93.39,427.73,2025-07-03,GCP-BigQuery
WOL-0000709,WO-000376,PRJ-010,Operator,WKR-8379,5.98,68.26,408.19,2025-07-03,GCP-BigQuery
WOL-0000710,WO-000377,PRJ-012,Laborer,WKR-9757,2.95,50.19,148.06,2026-01-04,GCP-BigQuery
WOL-0000711,WO-000377,PRJ-012,Boilermaker,WKR-8837,2.96,58.87,174.26,2026-01-04,GCP-BigQuery
WOL-0000712,WO-000378,PRJ-008,Instrument Tech,WKR-3874,6.36,104.47,664.43,2026-03-26,GCP-BigQuery
WOL-0000713,WO-000379,PRJ-003,Instrument Tech,WKR-8741,2.99,69.2,206.91,2025-10-08,GCP-BigQuery
WOL-0000714,WO-000379,PRJ-003,Instrument Tech,WKR-3824,9.81,134.5,1319.45,2025-10-08,GCP-BigQuery
WOL-0000715,WO-000379,PRJ-003,Operator,WKR-7435,11.45,77.9,891.96,2025-10-08,GCP-BigQuery
WOL-0000716,WO-000379,PRJ-003,Electrician,WKR-2850,10.83,62.86,680.77,2025-10-08,GCP-BigQuery
WOL-0000717,WO-000380,PRJ-009,Ironworker,WKR-7259,10.44,54.87,572.84,2025-09-27,GCP-BigQuery
WOL-0000718,WO-000380,PRJ-009,Laborer,WKR-2446,5.43,83.34,452.54,2025-09-27,GCP-BigQuery
WOL-0000719,WO-000380,PRJ-009,Millwright,WKR-6217,11.11,59.38,659.71,2025-09-27,GCP-BigQuery
WOL-0000720,WO-000381,PRJ-009,Pipefitter,WKR-8180,3.48,128.79,448.19,2026-06-16,GCP-BigQuery
WOL-0000721,WO-000381,PRJ-009,Ironworker,WKR-4433,4.34,73.91,320.77,2026-06-16,GCP-BigQuery
WOL-0000722,WO-000381,PRJ-009,Ironworker,WKR-6080,6.05,119.11,720.62,2026-06-16,GCP-BigQuery
WOL-0000723,WO-000383,PRJ-009,Boilermaker,WKR-6027,9.19,87.83,807.16,2026-05-13,GCP-BigQuery
WOL-0000724,WO-000383,PRJ-009,Electrician,WKR-3599,3.07,76.36,234.43,2026-05-13,GCP-BigQuery
WOL-0000725,WO-000383,PRJ-009,Instrument Tech,WKR-2257,3.35,95.86,321.13,2026-05-13,GCP-BigQuery
WOL-0000726,WO-000383,PRJ-009,Welder,WKR-3400,8.95,50.46,451.62,2026-05-13,GCP-BigQuery
WOL-0000727,WO-000384,PRJ-008,Millwright,WKR-1140,2.52,76.75,193.41,2025-10-04,GCP-BigQuery
WOL-0000728,WO-000384,PRJ-008,Ironworker,WKR-1901,6.69,114.73,767.54,2025-10-04,GCP-BigQuery
WOL-0000729,WO-000387,PRJ-001,Operator,WKR-9936,7.84,91.9,720.5,2025-06-30,GCP-BigQuery
WOL-0000730,WO-000387,PRJ-001,Ironworker,WKR-8721,5.36,109.8,588.53,2025-06-30,GCP-BigQuery
WOL-0000731,WO-000388,PRJ-009,Welder,WKR-6884,9.78,71.44,698.68,2026-02-23,GCP-BigQuery
WOL-0000732,WO-000388,PRJ-009,Carpenter,WKR-1023,3.48,91.1,317.03,2026-02-23,GCP-BigQuery
WOL-0000733,WO-000388,PRJ-009,Operator,WKR-8868,3.94,102.96,405.66,2026-02-23,GCP-BigQuery
WOL-0000734,WO-000388,PRJ-009,Welder,WKR-6730,2.49,96.59,240.51,2026-02-23,GCP-BigQuery
WOL-0000735,WO-000389,PRJ-003,Carpenter,WKR-6442,8.55,56.96,487.01,2025-03-28,GCP-BigQuery
WOL-0000736,WO-000389,PRJ-003,Electrician,WKR-3661,8.36,66.76,558.11,2025-03-28,GCP-BigQuery
WOL-0000737,WO-000391,PRJ-001,Laborer,WKR-3636,11.21,130.53,1463.24,2025-04-06,GCP-BigQuery
WOL-0000738,WO-000391,PRJ-001,Boilermaker,WKR-1320,9.17,105.68,969.09,2025-04-06,GCP-BigQuery
WOL-0000739,WO-000391,PRJ-001,Ironworker,WKR-4336,4.66,65.99,307.51,2025-04-06,GCP-BigQuery
WOL-0000740,WO-000391,PRJ-001,Operator,WKR-3640,11.53,121.57,1401.7,2025-04-06,GCP-BigQuery
WOL-0000741,WO-000393,PRJ-009,Ironworker,WKR-6873,3.92,72.14,282.79,2025-09-02,GCP-BigQuery
WOL-0000742,WO-000393,PRJ-009,Pipefitter,WKR-9943,8.43,105.15,886.41,2025-09-02,GCP-BigQuery
WOL-0000743,WO-000393,PRJ-009,Laborer,WKR-4229,10.72,61.93,663.89,2025-09-02,GCP-BigQuery
WOL-0000744,WO-000393,PRJ-009,Operator,WKR-7648,3.35,80.51,269.71,2025-09-02,GCP-BigQuery
WOL-0000745,WO-000395,PRJ-002,Laborer,WKR-3439,2.49,61.64,153.48,2025-03-31,GCP-BigQuery
WOL-0000746,WO-000395,PRJ-002,Instrument Tech,WKR-3594,3.28,129.27,424.01,2025-03-31,GCP-BigQuery
WOL-0000747,WO-000395,PRJ-002,Carpenter,WKR-6099,7.01,134.7,944.25,2025-03-31,GCP-BigQuery
WOL-0000748,WO-000396,PRJ-005,Boilermaker,WKR-5589,11.3,67.36,761.17,2025-05-12,GCP-BigQuery
WOL-0000749,WO-000397,PRJ-010,Boilermaker,WKR-8172,7.35,85.18,626.07,2026-01-02,GCP-BigQuery
WOL-0000750,WO-000398,PRJ-003,Pipefitter,WKR-2558,8.18,109.83,898.41,2026-06-24,GCP-BigQuery
WOL-0000751,WO-000398,PRJ-003,Carpenter,WKR-9697,3.46,69.42,240.19,2026-06-24,GCP-BigQuery
WOL-0000752,WO-000398,PRJ-003,Carpenter,WKR-3072,8.31,51.31,426.39,2026-06-24,GCP-BigQuery
WOL-0000753,WO-000399,PRJ-007,Welder,WKR-6088,9.85,97.37,959.09,2026-08-07,GCP-BigQuery
WOL-0000754,WO-000400,PRJ-007,Laborer,WKR-2143,4.41,61.96,273.24,2026-04-05,GCP-BigQuery
WOL-0000755,WO-000400,PRJ-007,Instrument Tech,WKR-7550,10.82,71.08,769.09,2026-04-05,GCP-BigQuery
WOL-0000756,WO-000400,PRJ-007,Instrument Tech,WKR-5819,3.52,62.96,221.62,2026-04-05,GCP-BigQuery
WOL-0000757,WO-000400,PRJ-007,Carpenter,WKR-9849,3.18,50.12,159.38,2026-04-05,GCP-BigQuery
WOL-0000758,WO-000401,PRJ-004,Laborer,WKR-8197,5.63,82.51,464.53,2026-07-02,GCP-BigQuery
WOL-0000759,WO-000401,PRJ-004,Operator,WKR-3821,3.8,104.58,397.4,2026-07-02,GCP-BigQuery
WOL-0000760,WO-000401,PRJ-004,Millwright,WKR-3867,3.04,107.81,327.74,2026-07-02,GCP-BigQuery
WOL-0000761,WO-000401,PRJ-004,Pipefitter,WKR-8640,10.67,127.96,1365.33,2026-07-02,GCP-BigQuery
WOL-0000762,WO-000402,PRJ-009,Millwright,WKR-6140,4.37,125.67,549.18,2026-04-26,GCP-BigQuery
WOL-0000763,WO-000405,PRJ-003,Electrician,WKR-3498,9.08,119.96,1089.24,2026-06-30,GCP-BigQuery
WOL-0000764,WO-000405,PRJ-003,Laborer,WKR-6311,3.19,102.36,326.53,2026-06-30,GCP-BigQuery
WOL-0000765,WO-000406,PRJ-012,Welder,WKR-4679,7.85,116.76,916.57,2025-09-08,GCP-BigQuery
WOL-0000766,WO-000406,PRJ-012,Millwright,WKR-5408,4.42,111.08,490.97,2025-09-08,GCP-BigQuery
WOL-0000767,WO-000407,PRJ-010,Electrician,WKR-9002,11.54,60.84,702.09,2026-02-05,GCP-BigQuery
WOL-0000768,WO-000407,PRJ-010,Welder,WKR-3817,9.65,109.07,1052.53,2026-02-05,GCP-BigQuery
WOL-0000769,WO-000407,PRJ-010,Welder,WKR-3571,2.22,92.16,204.6,2026-02-05,GCP-BigQuery
WOL-0000770,WO-000407,PRJ-010,Instrument Tech,WKR-2376,4.9,128.66,630.43,2026-02-05,GCP-BigQuery
WOL-0000771,WO-000409,PRJ-010,Carpenter,WKR-9054,7.04,120.93,851.35,2025-07-25,GCP-BigQuery
WOL-0000772,WO-000410,PRJ-003,Electrician,WKR-9316,8.34,96.42,804.14,2025-03-10,GCP-BigQuery
WOL-0000773,WO-000410,PRJ-003,Operator,WKR-9539,3.79,65.8,249.38,2025-03-10,GCP-BigQuery
WOL-0000774,WO-000413,PRJ-001,Pipefitter,WKR-9734,8.35,53.27,444.8,2025-10-03,GCP-BigQuery
WOL-0000775,WO-000413,PRJ-001,Pipefitter,WKR-4580,7.97,95.97,764.88,2025-10-03,GCP-BigQuery
WOL-0000776,WO-000414,PRJ-012,Electrician,WKR-9928,6.74,112.59,758.86,2025-08-11,GCP-BigQuery
WOL-0000777,WO-000414,PRJ-012,Millwright,WKR-3907,4.76,76.14,362.43,2025-08-11,GCP-BigQuery
WOL-0000778,WO-000414,PRJ-012,Welder,WKR-7089,9.63,78.28,753.84,2025-08-11,GCP-BigQuery
WOL-0000779,WO-000415,PRJ-009,Boilermaker,WKR-3429,8.08,120.12,970.57,2026-05-28,GCP-BigQuery
WOL-0000780,WO-000417,PRJ-010,Operator,WKR-5642,6.75,71.23,480.8,2025-07-05,GCP-BigQuery
WOL-0000781,WO-000417,PRJ-010,Carpenter,WKR-4499,4.62,121.39,560.82,2025-07-05,GCP-BigQuery
WOL-0000782,WO-000417,PRJ-010,Laborer,WKR-5810,3.29,68.88,226.62,2025-07-05,GCP-BigQuery
WOL-0000783,WO-000418,PRJ-002,Carpenter,WKR-4389,5.01,71.0,355.71,2026-04-02,GCP-BigQuery
WOL-0000784,WO-000419,PRJ-002,Electrician,WKR-2346,11.68,121.53,1419.47,2026-02-08,GCP-BigQuery
WOL-0000785,WO-000419,PRJ-002,Electrician,WKR-7911,8.14,116.89,951.48,2026-02-08,GCP-BigQuery
WOL-0000786,WO-000420,PRJ-009,Boilermaker,WKR-3641,9.32,98.77,920.54,2025-09-10,GCP-BigQuery
WOL-0000787,WO-000420,PRJ-009,Welder,WKR-7403,2.56,80.15,205.18,2025-09-10,GCP-BigQuery
WOL-0000788,WO-000420,PRJ-009,Pipefitter,WKR-6377,5.95,120.11,714.65,2025-09-10,GCP-BigQuery
WOL-0000789,WO-000420,PRJ-009,Laborer,WKR-8839,2.34,54.05,126.48,2025-09-10,GCP-BigQuery
WOL-0000790,WO-000421,PRJ-009,Electrician,WKR-8248,7.0,60.99,426.93,2026-08-07,GCP-BigQuery
WOL-0000791,WO-000421,PRJ-009,Welder,WKR-7744,4.16,54.8,227.97,2026-08-07,GCP-BigQuery
WOL-0000792,WO-000421,PRJ-009,Millwright,WKR-7233,8.08,82.32,665.15,2026-08-07,GCP-BigQuery
WOL-0000793,WO-000422,PRJ-003,Carpenter,WKR-7646,2.34,102.61,240.11,2025-06-05,GCP-BigQuery
WOL-0000794,WO-000425,PRJ-003,Boilermaker,WKR-4509,6.74,84.89,572.16,2026-02-07,GCP-BigQuery
WOL-0000795,WO-000427,PRJ-002,Electrician,WKR-8700,10.03,81.02,812.63,2026-03-09,GCP-BigQuery
WOL-0000796,WO-000428,PRJ-010,Instrument Tech,WKR-5899,5.55,121.06,671.88,2025-10-30,GCP-BigQuery
WOL-0000797,WO-000428,PRJ-010,Carpenter,WKR-8079,5.86,109.25,640.21,2025-10-30,GCP-BigQuery
WOL-0000798,WO-000428,PRJ-010,Laborer,WKR-6196,6.83,85.01,580.62,2025-10-30,GCP-BigQuery
WOL-0000799,WO-000428,PRJ-010,Millwright,WKR-7818,7.85,85.02,667.41,2025-10-30,GCP-BigQuery
WOL-0000800,WO-000429,PRJ-001,Millwright,WKR-8970,6.53,100.66,657.31,2025-06-09,GCP-BigQuery
WOL-0000801,WO-000429,PRJ-001,Carpenter,WKR-7768,4.61,68.18,314.31,2025-06-09,GCP-BigQuery
WOL-0000802,WO-000429,PRJ-001,Electrician,WKR-6734,8.89,87.07,774.05,2025-06-09,GCP-BigQuery
WOL-0000803,WO-000435,PRJ-012,Operator,WKR-4988,4.04,125.53,507.14,2026-05-30,GCP-BigQuery
WOL-0000804,WO-000435,PRJ-012,Ironworker,WKR-1971,8.08,57.79,466.94,2026-05-30,GCP-BigQuery
WOL-0000805,WO-000437,PRJ-010,Pipefitter,WKR-2805,5.67,89.14,505.42,2025-05-24,GCP-BigQuery
WOL-0000806,WO-000437,PRJ-010,Welder,WKR-3704,5.5,48.54,266.97,2025-05-24,GCP-BigQuery
WOL-0000807,WO-000437,PRJ-010,Millwright,WKR-6874,3.19,59.17,188.75,2025-05-24,GCP-BigQuery
WOL-0000808,WO-000438,PRJ-001,Laborer,WKR-6593,8.96,129.02,1156.02,2025-03-02,GCP-BigQuery
WOL-0000809,WO-000439,PRJ-001,Pipefitter,WKR-5559,11.9,132.88,1581.27,2025-08-18,GCP-BigQuery
WOL-0000810,WO-000439,PRJ-001,Boilermaker,WKR-4601,3.08,110.7,340.96,2025-08-18,GCP-BigQuery
WOL-0000811,WO-000439,PRJ-001,Carpenter,WKR-1335,9.79,102.31,1001.61,2025-08-18,GCP-BigQuery
WOL-0000812,WO-000439,PRJ-001,Instrument Tech,WKR-1555,11.78,54.36,640.36,2025-08-18,GCP-BigQuery
WOL-0000813,WO-000440,PRJ-007,Pipefitter,WKR-4449,10.31,60.62,624.99,2025-11-24,GCP-BigQuery
WOL-0000814,WO-000441,PRJ-004,Welder,WKR-2806,4.43,50.24,222.56,2026-04-22,GCP-BigQuery
WOL-0000815,WO-000441,PRJ-004,Ironworker,WKR-3433,6.01,95.99,576.9,2026-04-22,GCP-BigQuery
WOL-0000816,WO-000441,PRJ-004,Millwright,WKR-5866,11.41,99.45,1134.72,2026-04-22,GCP-BigQuery
WOL-0000817,WO-000442,PRJ-006,Pipefitter,WKR-8030,5.5,48.2,265.1,2026-02-28,GCP-BigQuery
WOL-0000818,WO-000442,PRJ-006,Electrician,WKR-6627,10.27,53.11,545.44,2026-02-28,GCP-BigQuery
WOL-0000819,WO-000442,PRJ-006,Operator,WKR-5972,8.61,60.68,522.45,2026-02-28,GCP-BigQuery
WOL-0000820,WO-000442,PRJ-006,Operator,WKR-8801,4.43,49.43,218.97,2026-02-28,GCP-BigQuery
WOL-0000821,WO-000443,PRJ-008,Boilermaker,WKR-9283,9.82,110.89,1088.94,2025-09-02,GCP-BigQuery
WOL-0000822,WO-000444,PRJ-010,Carpenter,WKR-3535,6.38,85.2,543.58,2026-02-06,GCP-BigQuery
WOL-0000823,WO-000444,PRJ-010,Electrician,WKR-7558,8.25,90.29,744.89,2026-02-06,GCP-BigQuery
WOL-0000824,WO-000444,PRJ-010,Operator,WKR-8761,5.57,59.38,330.75,2026-02-06,GCP-BigQuery
WOL-0000825,WO-000444,PRJ-010,Boilermaker,WKR-7212,10.28,78.54,807.39,2026-02-06,GCP-BigQuery
WOL-0000826,WO-000446,PRJ-002,Boilermaker,WKR-5137,9.61,81.94,787.44,2026-05-15,GCP-BigQuery
WOL-0000827,WO-000446,PRJ-002,Ironworker,WKR-5784,2.58,63.22,163.11,2026-05-15,GCP-BigQuery
WOL-0000828,WO-000446,PRJ-002,Operator,WKR-7800,5.82,51.05,297.11,2026-05-15,GCP-BigQuery
WOL-0000829,WO-000446,PRJ-002,Electrician,WKR-2325,6.12,110.46,676.02,2026-05-15,GCP-BigQuery
WOL-0000830,WO-000447,PRJ-004,Boilermaker,WKR-4069,9.45,122.65,1159.04,2025-12-13,GCP-BigQuery
WOL-0000831,WO-000447,PRJ-004,Operator,WKR-4737,10.0,59.04,590.4,2025-12-13,GCP-BigQuery
WOL-0000832,WO-000448,PRJ-009,Pipefitter,WKR-5547,2.53,53.61,135.63,2026-04-09,GCP-BigQuery
WOL-0000833,WO-000448,PRJ-009,Electrician,WKR-2070,10.36,95.3,987.31,2026-04-09,GCP-BigQuery
WOL-0000834,WO-000449,PRJ-003,Operator,WKR-2660,7.38,102.7,757.93,2026-06-02,GCP-BigQuery
WOL-0000835,WO-000449,PRJ-003,Laborer,WKR-9381,7.41,81.52,604.06,2026-06-02,GCP-BigQuery
WOL-0000836,WO-000449,PRJ-003,Laborer,WKR-6580,11.34,65.27,740.16,2026-06-02,GCP-BigQuery
WOL-0000837,WO-000449,PRJ-003,Operator,WKR-2118,8.38,96.94,812.36,2026-06-02,GCP-BigQuery
WOL-0000838,WO-000450,PRJ-010,Instrument Tech,WKR-9560,9.99,78.03,779.52,2026-05-24,GCP-BigQuery
WOL-0000839,WO-000450,PRJ-010,Ironworker,WKR-1442,3.16,128.97,407.55,2026-05-24,GCP-BigQuery
WOL-0000840,WO-000450,PRJ-010,Electrician,WKR-6784,4.08,73.97,301.8,2026-05-24,GCP-BigQuery
WOL-0000841,WO-000452,PRJ-009,Laborer,WKR-2651,9.01,48.61,437.98,2026-01-29,GCP-BigQuery
WOL-0000842,WO-000452,PRJ-009,Instrument Tech,WKR-1235,9.5,83.13,789.73,2026-01-29,GCP-BigQuery
WOL-0000843,WO-000452,PRJ-009,Operator,WKR-5593,11.64,61.16,711.9,2026-01-29,GCP-BigQuery
WOL-0000844,WO-000452,PRJ-009,Millwright,WKR-7989,4.48,112.16,502.48,2026-01-29,GCP-BigQuery
WOL-0000845,WO-000453,PRJ-004,Millwright,WKR-4674,8.58,127.09,1090.43,2026-06-12,GCP-BigQuery
WOL-0000846,WO-000453,PRJ-004,Laborer,WKR-5310,6.15,86.41,531.42,2026-06-12,GCP-BigQuery
WOL-0000847,WO-000455,PRJ-002,Instrument Tech,WKR-2851,2.34,49.98,116.95,2026-05-06,GCP-BigQuery
WOL-0000848,WO-000455,PRJ-002,Pipefitter,WKR-3567,10.28,61.33,630.47,2026-05-06,GCP-BigQuery
WOL-0000849,WO-000455,PRJ-002,Ironworker,WKR-3727,8.29,64.03,530.81,2026-05-06,GCP-BigQuery
WOL-0000850,WO-000455,PRJ-002,Operator,WKR-9930,6.67,67.85,452.56,2026-05-06,GCP-BigQuery
WOL-0000851,WO-000457,PRJ-007,Electrician,WKR-5835,10.5,88.9,933.45,2026-06-06,GCP-BigQuery
WOL-0000852,WO-000459,PRJ-008,Carpenter,WKR-4181,3.18,91.53,291.07,2025-03-12,GCP-BigQuery
WOL-0000853,WO-000461,PRJ-003,Welder,WKR-2438,11.59,88.31,1023.51,2026-03-08,GCP-BigQuery
WOL-0000854,WO-000461,PRJ-003,Carpenter,WKR-1973,3.64,63.96,232.81,2026-03-08,GCP-BigQuery
WOL-0000855,WO-000464,PRJ-004,Operator,WKR-1852,4.7,64.09,301.22,2025-07-19,GCP-BigQuery
WOL-0000856,WO-000464,PRJ-004,Operator,WKR-3539,2.76,113.53,313.34,2025-07-19,GCP-BigQuery
WOL-0000857,WO-000464,PRJ-004,Pipefitter,WKR-4189,11.78,63.93,753.1,2025-07-19,GCP-BigQuery
WOL-0000858,WO-000467,PRJ-010,Millwright,WKR-5240,7.0,123.75,866.25,2025-04-09,GCP-BigQuery
WOL-0000859,WO-000467,PRJ-010,Laborer,WKR-9787,2.1,83.61,175.58,2025-04-09,GCP-BigQuery
WOL-0000860,WO-000467,PRJ-010,Laborer,WKR-7617,2.0,94.43,188.86,2025-04-09,GCP-BigQuery
WOL-0000861,WO-000469,PRJ-005,Carpenter,WKR-4525,6.13,84.57,518.41,2025-10-06,GCP-BigQuery
WOL-0000862,WO-000469,PRJ-005,Operator,WKR-9132,10.92,94.67,1033.8,2025-10-06,GCP-BigQuery
WOL-0000863,WO-000470,PRJ-010,Operator,WKR-6922,5.51,90.94,501.08,2025-07-31,GCP-BigQuery
WOL-0000864,WO-000471,PRJ-001,Laborer,WKR-9426,10.29,64.32,661.85,2025-03-30,GCP-BigQuery
WOL-0000865,WO-000471,PRJ-001,Instrument Tech,WKR-5650,7.8,101.22,789.52,2025-03-30,GCP-BigQuery
WOL-0000866,WO-000472,PRJ-001,Ironworker,WKR-3070,8.68,104.99,911.31,2025-06-13,GCP-BigQuery
WOL-0000867,WO-000472,PRJ-001,Welder,WKR-9857,7.82,78.85,616.61,2025-06-13,GCP-BigQuery
WOL-0000868,WO-000472,PRJ-001,Instrument Tech,WKR-1828,7.48,63.63,475.95,2025-06-13,GCP-BigQuery
WOL-0000869,WO-000474,PRJ-008,Operator,WKR-7053,6.57,95.98,630.59,2026-06-06,GCP-BigQuery
WOL-0000870,WO-000474,PRJ-008,Carpenter,WKR-2860,8.53,113.16,965.25,2026-06-06,GCP-BigQuery
WOL-0000871,WO-000474,PRJ-008,Welder,WKR-3123,3.1,106.22,329.28,2026-06-06,GCP-BigQuery
WOL-0000872,WO-000475,PRJ-003,Electrician,WKR-9710,3.31,75.21,248.95,2026-06-07,GCP-BigQuery
WOL-0000873,WO-000475,PRJ-003,Carpenter,WKR-6796,3.57,73.97,264.07,2026-06-07,GCP-BigQuery
WOL-0000874,WO-000476,PRJ-005,Ironworker,WKR-8923,11.63,67.91,789.79,2025-04-30,GCP-BigQuery
WOL-0000875,WO-000476,PRJ-005,Ironworker,WKR-1117,3.39,114.25,387.31,2025-04-30,GCP-BigQuery
WOL-0000876,WO-000476,PRJ-005,Carpenter,WKR-7335,6.07,69.52,421.99,2025-04-30,GCP-BigQuery
WOL-0000877,WO-000476,PRJ-005,Boilermaker,WKR-7269,2.16,88.45,191.05,2025-04-30,GCP-BigQuery
WOL-0000878,WO-000477,PRJ-003,Pipefitter,WKR-6639,10.97,79.42,871.24,2025-10-07,GCP-BigQuery
WOL-0000879,WO-000480,PRJ-004,Instrument Tech,WKR-2785,4.25,77.48,329.29,2026-03-20,GCP-BigQuery
WOL-0000880,WO-000481,PRJ-005,Ironworker,WKR-2260,8.33,85.71,713.96,2025-06-03,GCP-BigQuery
WOL-0000881,WO-000482,PRJ-003,Ironworker,WKR-6604,9.82,74.19,728.55,2025-09-18,GCP-BigQuery
WOL-0000882,WO-000482,PRJ-003,Welder,WKR-6578,10.93,67.27,735.26,2025-09-18,GCP-BigQuery
WOL-0000883,WO-000483,PRJ-007,Carpenter,WKR-1250,7.3,132.99,970.83,2025-05-01,GCP-BigQuery
WOL-0000884,WO-000483,PRJ-007,Millwright,WKR-1219,7.64,75.06,573.46,2025-05-01,GCP-BigQuery
WOL-0000885,WO-000483,PRJ-007,Pipefitter,WKR-3379,11.97,68.89,824.61,2025-05-01,GCP-BigQuery
WOL-0000886,WO-000483,PRJ-007,Carpenter,WKR-2770,8.53,126.64,1080.24,2025-05-01,GCP-BigQuery
